work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,Senior-level,Full-Time,Data Scientist,160000,USD,160000,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Architect,160000,USD,160000,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,142200,USD,142200,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Analyst,193000,USD,193000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Business Intelligence,202800,USD,202800,US,On-site,United States,L
2023,Senior-level,Full-Time,Machine Learning Engineer,250500,USD,250500,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,163200,USD,163200,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,212800,USD,212800,US,On-site,United States,L
2023,Mid-level,Full-Time,Data Analyst,242100,USD,242100,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Scientist,110000,USD,110000,US,Fully Remote,United States,M
2023,Mid-level,Full-Time,Data Scientist,90000,USD,90000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Scientist,170186,USD,170186,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Engineer,102000,USD,102000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Analyst,153300,USD,153300,US,Fully Remote,United States,M
2022,Senior-level,Full-Time,Data Analyst,150000,USD,150000,US,Fully Remote,United States,M
2024,Entry-level/Junior,Full-Time,Business Intelligence,92000,USD,92000,AU,On-site,Australia,M
2023,Senior-level,Full-Time,Data Engineer,128000,USD,128000,US,On-site,United States,M
2023,Mid-level,Full-Time,Machine Learning Engineer,50000,USD,50000,US,Fully Remote,United States,M
2023,Mid-level,Full-Time,Business Intelligence,81500,USD,81500,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Engineer,216000,USD,216000,US,Fully Remote,United States,M
2024,Entry-level/Junior,Full-Time,Data Researcher,193500,USD,193500,US,On-site,United States,M
2023,Mid-level,Full-Time,Machine Learning Engineer,120000,USD,120000,US,On-site,United States,S
2023,Entry-level/Junior,Part-Time,Data Analyst,78000,PLN,18160,PL,Fully Remote,India,L
2024,Senior-level,Full-Time,Data Scientist,234700,USD,234700,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Researcher,118800,USD,118800,US,Fully Remote,United States,M
2022,Senior-level,Full-Time,Data Engineer,181940,USD,181940,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,125000,USD,125000,US,On-site,United States,M
2023,Entry-level/Junior,Full-Time,Data Engineer,58000,USD,58000,US,Fully Remote,United States,M
2024,Mid-level,Full-Time,Data Scientist,140400,USD,140400,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Data Architect,234000,USD,234000,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Engineer,180000,USD,180000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Scientist,118900,USD,118900,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,190000,USD,190000,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Engineer,153600,USD,153600,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,139400,USD,139400,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,218213,USD,218213,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Analyst,80000,USD,80000,US,Fully Remote,United States,M
2023,Mid-level,Full-Time,Data Analyst,100000,GBP,123040,GB,On-site,United Kingdom,M
2022,Senior-level,Full-Time,Data Engineer,120000,USD,120000,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,260000,USD,260000,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Data Scientist,156000,USD,156000,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,204500,USD,204500,US,On-site,United States,M
2023,Senior-level,Full-Time,Business Intelligence,102000,USD,102000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,206000,USD,206000,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Analyst,126480,USD,126480,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Architect,186000,USD,186000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Analyst,158494,USD,158494,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Machine Learning Engineer,255800,USD,255800,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Engineer,35000,EUR,36773,ES,On-site,Spain,M
2022,Senior-level,Full-Time,Machine Learning Engineer,227200,USD,227200,CA,Fully Remote,Canada,M
2023,Senior-level,Full-Time,Data Engineer,215000,USD,215000,US,On-site,United States,M
2023,Mid-level,Full-Time,Machine Learning Engineer,93300,USD,93300,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Scientist,152000,USD,152000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,138000,USD,138000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,130000,USD,130000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Engineer,250000,USD,250000,US,On-site,United States,M
2024,Entry-level/Junior,Full-Time,Data Analyst,179000,USD,179000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,162000,USD,162000,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Data Scientist,165000,USD,165000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,143860,USD,143860,US,On-site,United States,M
2021,Entry-level/Junior,Part-Time,Machine Learning Engineer,180000,DKK,28609,DK,Hybrid,Denmark,S
2023,Senior-level,Full-Time,Machine Learning Engineer,255800,USD,255800,US,On-site,United States,M
2023,Entry-level/Junior,Full-Time,Data Researcher,75753,USD,75753,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Analyst,135000,USD,135000,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Analyst,42245,GBP,52806,GB,On-site,United Kingdom,M
2023,Senior-level,Full-Time,Data Analyst,170550,USD,170550,US,Fully Remote,United States,M
2024,Mid-level,Full-Time,Business Intelligence,165600,USD,165600,US,On-site,United States,L
2023,Senior-level,Full-Time,Data Analyst,80000,USD,80000,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,204500,USD,204500,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,184800,USD,184800,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Architect,185000,USD,185000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Scientist,55000,USD,55000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Scientist,205000,USD,205000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,205600,USD,205600,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Data Scientist,160000,USD,160000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,170000,USD,170000,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Developer,121056,USD,121056,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,192000,USD,192000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Analyst,30000,GBP,36912,GB,Fully Remote,United Kingdom,S
2023,Executive-level,Full-Time,Data Engineer,239000,USD,239000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Engineer,254000,USD,254000,US,On-site,United States,M
2023,Senior-level,Full-Time,Business Intelligence,138900,USD,138900,US,Fully Remote,United States,M
2023,Mid-level,Full-Time,Data Scientist,140000,USD,140000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Analyst,161000,USD,161000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Scientist,120000,USD,120000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,142200,USD,142200,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Engineer,100000,USD,100000,US,On-site,United States,M
2020,Mid-level,Full-Time,Data Analyst,98000,USD,98000,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Analyst,110000,USD,110000,US,On-site,United States,M
2024,Entry-level/Junior,Full-Time,Data Analyst,77265,USD,77265,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Analyst,74400,USD,74400,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Machine Learning Engineer,182000,USD,182000,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Engineer,185800,USD,185800,US,On-site,United States,M
2023,Mid-level,Full-Time,Machine Learning Engineer,204500,USD,204500,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Engineer,75000,USD,75000,US,Fully Remote,United States,M
2023,Mid-level,Full-Time,Data Engineer,47500,GBP,58444,GB,Fully Remote,United Kingdom,M
2022,Senior-level,Full-Time,Data Scientist,249260,USD,249260,US,On-site,United States,M
2023,Mid-level,Full-Time,Machine Learning Engineer,285000,USD,285000,US,On-site,United States,L
2023,Senior-level,Full-Time,Data Engineer,123000,USD,123000,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Scientist,165000,USD,165000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Researcher,248100,USD,248100,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,142200,USD,142200,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Researcher,133000,USD,133000,US,On-site,United States,M
2024,Senior-level,Full-Time,Machine Learning Engineer,242000,CAD,186153,CA,On-site,Canada,M
2023,Senior-level,Full-Time,Data Researcher,248100,USD,248100,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,115000,USD,115000,US,Fully Remote,United States,M
2024,Mid-level,Full-Time,Business Intelligence,164700,USD,164700,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,230000,USD,230000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Engineer,178000,USD,178000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Scientist,135000,USD,135000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Engineer,250000,USD,250000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Engineer,90700,USD,90700,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Engineer,80000,USD,80000,ES,Fully Remote,Spain,M
2023,Senior-level,Full-Time,Data Researcher,159300,USD,159300,US,On-site,United States,M
2024,Senior-level,Full-Time,Business Intelligence,132600,USD,132600,US,On-site,United States,M
2022,Mid-level,Full-Time,Data Analyst,109000,USD,109000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,140100,USD,140100,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Scientist,147800,USD,147800,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Analyst,80000,USD,80000,US,Fully Remote,United States,S
2024,Senior-level,Full-Time,Machine Learning Engineer,225000,USD,225000,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Scientist,117400,USD,117400,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Operation,73000,USD,73000,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Data Scientist,236400,USD,236400,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Scientist,166000,USD,166000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,151090,USD,151090,US,On-site,United States,M
2020,Mid-level,Full-Time,Data Analyst,20000,USD,20000,HN,On-site,Honduras,S
2023,Senior-level,Full-Time,Data Analyst,116000,USD,116000,US,Fully Remote,United States,M
2023,Entry-level/Junior,Full-Time,Business Intelligence,40000,GBP,49216,GB,On-site,United Kingdom,M
2023,Senior-level,Full-Time,Data Engineer,130000,USD,130000,CA,On-site,Canada,M
2024,Entry-level/Junior,Full-Time,Data Researcher,49452,USD,49452,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Scientist,170200,USD,170200,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Management,155000,USD,155000,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Analyst,170000,USD,170000,US,Fully Remote,United States,M
2024,Mid-level,Full-Time,Machine Learning Engineer,140000,USD,140000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Engineer,88000,USD,88000,CO,On-site,Colombia,M
2024,Entry-level/Junior,Full-Time,Data Analyst,192500,USD,192500,US,On-site,United States,M
2022,Executive-level,Full-Time,Data Engineer,239000,USD,239000,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Data Engineer,165100,USD,165100,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Scientist,115000,USD,115000,US,On-site,United States,M
2023,Senior-level,Full-Time,Business Intelligence,147000,USD,147000,US,Fully Remote,United States,M
2023,Entry-level/Junior,Full-Time,Data Engineer,80000,USD,80000,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Scientist,125000,USD,125000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,222200,USD,222200,US,On-site,United States,L
2023,Senior-level,Full-Time,Data Analyst,140000,USD,140000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,190200,USD,190200,US,On-site,United States,M
2023,Entry-level/Junior,Full-Time,Data Analyst,50000,USD,50000,US,On-site,United States,M
2024,Entry-level/Junior,Full-Time,Data Analyst,50000,USD,50000,US,On-site,United States,M
2023,Mid-level,Full-Time,Machine Learning Engineer,50000,USD,50000,AM,On-site,Armenia,S
2024,Senior-level,Full-Time,Data Engineer,720000,USD,720000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Analyst,84400,USD,84400,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Scientist,191475,USD,191475,US,Fully Remote,United States,M
2024,Entry-level/Junior,Full-Time,Data Scientist,104000,USD,104000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Analyst,78000,USD,78000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Business Intelligence,156400,USD,156400,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Scientist,151000,USD,151000,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Engineer,150000,USD,150000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,110000,USD,110000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Engineer,123000,USD,123000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Analyst,143000,USD,143000,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Scientist,70000,USD,70000,US,On-site,United States,M
2022,Senior-level,Full-Time,Data Engineer,75000,USD,75000,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,119700,USD,119700,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,146000,USD,146000,US,Fully Remote,United States,M
2023,Mid-level,Full-Time,Data Analyst,115950,USD,115950,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,160000,USD,160000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Scientist,222750,USD,222750,US,On-site,United States,M
2024,Mid-level,Full-Time,Data Analyst,150000,USD,150000,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Data Scientist,212000,USD,212000,US,On-site,United States,M
2024,Senior-level,Full-Time,Data Researcher,211900,USD,211900,US,On-site,United States,M
2023,Senior-level,Full-Time,Business Intelligence,112000,USD,112000,CA,On-site,Canada,M
2023,Mid-level,Full-Time,Data Analyst,101000,USD,101000,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,365630,USD,365630,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,178000,USD,178000,US,Fully Remote,United States,M
2024,Senior-level,Full-Time,Machine Learning Engineer,216800,USD,216800,US,Fully Remote,United States,M
2023,Mid-level,Full-Time,Data Analyst,100000,USD,100000,US,Fully Remote,United States,M
2023,Entry-level/Junior,Full-Time,Data Scientist,132200,USD,132200,GB,On-site,United Kingdom,M
2023,Mid-level,Full-Time,Data Engineer,111000,USD,111000,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Analyst,45000,GBP,55368,CF,Fully Remote,Central African Republic,M
2023,Senior-level,Full-Time,Data Scientist,148800,USD,148800,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Scientist,104650,USD,104650,US,Fully Remote,United States,M
2023,Senior-level,Full-Time,Data Analyst,230000,USD,230000,US,On-site,United States,M
2023,Senior-level,Full-Time,Machine Learning Engineer,140100,USD,140100,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Engineer,166000,USD,166000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Architect,100000,USD,100000,US,On-site,United States,M
2023,Mid-level,Full-Time,Data Analyst,130000,USD,130000,US,On-site,United States,M
2023,Senior-level,Full-Time,Data Researcher,250000,USD,250000,US,On-site,United States,M
